Xiong 2015 set 1 | 193.15 K 1784.0 kPa y_CO2 0.0639 | 192.530 | -0.620 | +2.931 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 1498.0 kPa y_CO2 0.0704 | 192.201 | -0.949 | +1.969 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 1180.0 kPa y_CO2 0.0864 | 192.476 | -0.674 | +1.553 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 889.0 kPa y_CO2 0.1127 | 192.874 | -0.276 | +1.340 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 685.0 kPa y_CO2 0.1404 | 192.787 | -0.363 | +0.841 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 497.0 kPa y_CO2 0.1905 | 192.973 | -0.177 | +0.650 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 283.0 kPa y_CO2 0.3214 | 192.908 | -0.242 | +0.164 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 2200.0 kPa y_CO2 0.0632 | 194.099 | +0.949 | +5.429 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 1 | 193.15 K 1740.0 kPa y_CO2 0.0685 | 193.203 | +0.053 | +3.486 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 2010.0 kPa y_CO2 0.0645 | 193.589 | +0.439 | +4.542 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 1820.0 kPa y_CO2 0.0680 | 193.451 | +0.301 | +3.957 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 1488.0 kPa y_CO2 0.0804 | 193.789 | +0.639 | +3.533 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 1158.0 kPa y_CO2 0.1037 | 194.567 | +1.417 | +3.580 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 836.0 kPa y_CO2 0.1180 | 192.781 | -0.369 | +1.150 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 633.0 kPa y_CO2 0.1594 | 193.479 | +0.329 | +1.426 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 429.0 kPa y_CO2 0.2249 | 193.338 | +0.188 | +0.880 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 272.0 kPa y_CO2 0.3331 | 192.881 | -0.269 | +0.117 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 2195.0 kPa y_CO2 0.0581 | 192.870 | -0.280 | +4.335 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 1847.0 kPa y_CO2 0.0677 | 193.484 | +0.334 | +4.087 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 1548.0 kPa y_CO2 0.0814 | 194.293 | +1.143 | +4.184 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 1253.0 kPa y_CO2 0.0966 | 194.445 | +1.295 | +3.679 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 924.0 kPa y_CO2 0.1140 | 193.403 | +0.253 | +1.954 | ESTIMATED_DECLARED_ERROR
Xiong 2015 set 2 | 193.15 K 673.0 kPa y_CO2 0.1632 | 194.451 | +1.301 | +2.470 | ESTIMATED_DECLARED_ERROR
